date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-02-19,10.4,8.5,12.2,,,229,23,46.3,1025.8,
2023-02-20,9.3,6.3,13.7,,,218,16.1,38.9,1027.4,
2023-02-21,8.1,3.4,14.4,,,231,6.7,18.5,1021,
2023-02-22,7.9,3,13.3,,,184,6.3,18.5,1015.1,
2023-02-23,9.8,8,12.7,,,202,6.9,20.4,1014.4,
2023-02-24,8,6.4,10.3,,,311,8.4,27.8,1009.6,
2023-02-25,4.8,1.9,6.8,,,302,12.4,27.8,1009.6,
2023-02-26,0.6,-1.1,2.7,,,28,18.9,50,1018.5,
2023-02-27,1,-1.9,4.4,,,37,20.6,48.2,1024.8,
2023-02-28,1.3,-2,5.1,,,39,16.6,37,1026.4,
2023-03-01,3.2,-0.7,7.9,,,34,15.7,38.9,1023.4,
2023-03-02,5.2,1.1,10.8,,,22,12.4,31.5,1019.3,
2023-03-03,4.7,0.9,9.5,,,32,8.3,27.8,1022.1,
2023-03-04,2.7,-0.8,6.4,,,15,6.8,22.2,1024.5,
2023-03-05,3.3,1.4,5.5,,,212,7.3,18.5,1018.3,
2023-03-06,3.3,0.9,5.9,,,212,12.7,33.3,1008.9,
2023-03-07,4.9,2.9,7.1,,,217,24.2,50,1004.1,
2023-03-08,6.5,3.5,9.8,,,207,21.5,51.8,998.2,
2023-03-09,10.8,8.7,13.7,,,221,28.8,55.5,998.9,
2023-03-10,8.9,5.5,10.7,,,222,34.7,75.9,996.5,
2023-03-11,3.3,0.5,5.9,,,270,11.2,48.2,1011.6,
2023-03-12,5.4,-0.7,11.5,,,187,13.4,42.6,1014,
2023-03-13,13.3,8.9,19.1,,,210,22.6,50,1005.5,
2023-03-14,9.5,4.6,12,,,232,28.6,63,1002.1,
2023-03-15,4.2,1.5,6.8,,,233,13.4,35.2,1019,
2023-03-16,6,-0.1,13,,,69,7.5,20.4,1018.4,
2023-03-17,10.1,3.2,17.4,,,310,7.9,24.1,1012.6,
2023-03-18,12.2,7.3,17.5,,,212,8.9,24.1,1013.4,
2023-03-19,10.2,7.3,13.3,,,208,9.7,27.8,1016.5,
2023-03-20,9.7,6.8,13.2,,,220,11.9,33.3,1021.2,
2023-03-21,10.1,5.9,14.4,,,196,6.6,22.2,1017.5,
2023-03-22,12.3,6.1,18.7,,,209,14.7,44.5,1012.9,
2023-03-23,13.5,11.9,15.8,,,204,16,38.9,1009.9,
2023-03-24,13,9.9,14.7,,,212,22.4,50,1007.9,
2023-03-25,10,8.1,12.5,,,222,29.2,61.1,1012.3,
2023-03-26,8.9,7.1,11.2,,,211,18.6,46.3,1007.2,
2023-03-27,5.7,3.3,7.4,,,292,14.8,35.2,1018.2,
2023-03-28,4.9,-0.1,9.9,,,214,8,22.2,1027.2,
2023-03-29,10.6,5.4,16.5,,,183,11,33.3,1018.4,
2023-03-30,13.7,11.8,16.3,,,213,20.5,53.7,1012.9,
2023-03-31,11.6,10.2,12.7,,,210,24.4,57.4,1005.2,
2023-04-01,9.6,9.1,10.2,,,217,29.7,57.4,1004.5,
2023-04-02,9,6.8,10.8,,,222,14.3,37,1015.2,
2023-04-03,5.8,2.9,8.5,,,38,17.6,40.8,1026.7,
2023-04-04,4.3,0,8.5,,,39,15.2,40.8,1026,
2023-04-05,4.4,-0.6,10.1,,,45,7.9,25.9,1022.8,
2023-04-06,5.9,-1.3,12.3,,,165,8.1,27.8,1019.9,
2023-04-07,8.7,6,12,,,232,8.6,25.9,1017.9,
2023-04-08,9.1,5.4,12.8,,,44,7.9,27.8,1022.7,
2023-04-09,9.6,4.3,15.1,,,69,8.2,27.8,1024.2,
2023-04-10,11,3.8,18.2,,,110,9.1,29.6,1020.6,
2023-04-11,11.9,9.8,14.2,,,232,20.1,48.2,1015.9,
2023-04-12,9.7,8,12,,,190,15.5,46.3,1005.9,
2023-04-13,8.1,5.9,10.4,,,213,19,44.5,1008,
2023-04-14,8.7,2.6,14.6,,,203,7.8,24.1,1010,
2023-04-15,8.3,2.5,13.4,,,29,7.6,27.8,1010.3,
2023-04-16,9.4,7.7,11.1,,,312,10.7,25.9,1020.2,
2023-04-17,10.2,7.9,12.9,,,27,12.7,37,1022.6,
2023-04-18,10.8,7.6,14.8,,,41,15.7,37,1022,
2023-04-19,10.7,7.3,13,,,37,14.1,37,1021.2,
2023-04-20,7.5,3.3,10.9,,,49,10.7,31.5,1015.3,
2023-04-21,10.7,3.8,18.3,,,71,7.5,25.9,1012.1,
2023-04-22,14.6,9.2,20.1,,,183,9.8,33.3,1010.2,
2023-04-23,14.9,11.7,19.2,,,211,14.6,38.9,1009.1,
2023-04-24,11.8,9.5,13.6,,,225,21.1,48.2,1009.7,
2023-04-25,8.6,7,10.6,,,260,9.7,25.9,1014,
2023-04-26,7.9,2.9,13,,,38,6.2,22.2,1018.8,
2023-04-27,10.9,4.2,16.9,,,36,7,22.2,1018.6,
2023-04-28,13.1,10,17,,,196,12.1,37,1014.2,
2023-04-29,14.2,11.7,17,,,296,10.3,27.8,1016.8,
2023-04-30,13.8,9.1,18.8,,,43,12.5,37,1019.2,
2023-05-01,13.3,9.8,16.7,,,10,8.1,24.1,1015.6,
2023-05-02,13.4,9.1,17.7,,,311,9.4,27.8,1022.1,
2023-05-03,13.1,7.3,19,,,40,12.8,33.3,1025,
2023-05-04,15.8,8,23.4,,,64,8.6,25.9,1019.4,
2023-05-05,16.4,12.1,20.6,,,223,10.2,27.8,1018,
2023-05-06,16.3,10.6,21.6,,,246,6.6,20.4,1017.4,
2023-05-07,16.9,12.3,21.9,,,49,7,22.2,1016.2,
2023-05-08,15.7,13.8,18.6,,,81,6.7,22.2,1020.5,
2023-05-09,15.5,12.4,19.2,,,174,7.3,24.1,1015.4,
2023-05-10,14.1,12.2,16.5,,,226,17.2,37,1013.2,
2023-05-11,12.7,9.9,15.7,,,212,8.7,22.2,1015.3,
2023-05-12,13.2,10.6,16,,,70,9.2,29.6,1014.9,
2023-05-13,14.2,10.5,17.4,,,43,11.4,31.5,1017.4,
2023-05-14,14,9,18,,,29,8.6,29.6,1015.9,
2023-05-15,14.6,10,18.3,,,245,8.7,25.9,1013.5,
2023-05-16,12.3,9.8,14.1,,,355,13,40.8,1017.4,
2023-05-17,10.9,6.5,14.8,,,26,11.6,31.5,1024,
2023-05-18,12.5,6.2,17.7,,,36,14.8,40.8,1023.6,
2023-05-19,13.9,8.9,17.6,,,35,13.6,35.2,1021.5,
2023-05-20,16.8,12.2,21.7,,,33,14.8,37,1016.6,
2023-05-21,19.5,14.1,25.2,,,48,9.1,27.8,1012.7,
2023-05-22,19.8,13.7,24.9,,,211,8.1,25.9,1013.3,
2023-05-23,18,15.5,20.5,,,332,12.2,33.3,1017.4,
2023-05-24,13.8,11.6,16.2,,,23,16.1,37,1021.2,
2023-05-25,15.4,9.6,21.4,,,31,15.4,38.9,1022.6,
2023-05-26,17.8,11.9,23.3,,,31,14.1,35.2,1024.2,
2023-05-27,18.6,12.5,24.3,,,38,14.3,37,1022.3,
2023-05-28,18.9,11.4,25.5,,,40,10.8,33.3,1017.6,
2023-05-29,19.6,12.6,26.1,,,35,13.4,38.9,1017.8,
2023-05-30,19,14.1,23.6,,,30,16.1,40.8,1020.5,
2023-05-31,19.4,12.9,25.6,,,39,15.4,40.8,1019.7,
2023-06-01,20.5,12.9,27,,,29,10.5,33.3,1017.4,
2023-06-02,18.9,14,23.8,,,26,14.5,35.2,1016.6,
2023-06-03,19.3,13.4,25.1,,,38,13.9,35.2,1016.3,
2023-06-04,19.5,13.6,25.3,,,36,13.2,35.2,1017.3,
2023-06-05,19.7,12.4,26.3,,,37,11.3,35.2,1017.1,
2023-06-06,20.5,13.8,26.3,,,45,10,31.5,1016.8,
2023-06-07,20.1,13.6,25.8,,,37,8.4,27.8,1016.7,
2023-06-08,20.5,14.1,25.8,,,55,8.2,25.9,1014.3,
2023-06-09,22.1,14.9,28.4,,,58,10.7,31.5,1012.1,
2023-06-10,23.2,16.5,29.1,,,50,11.2,33.3,1012.4,
2023-06-11,23.7,18,29.3,,,57,11.3,33.3,1014.3,
2023-06-12,22.7,15.9,28.6,,,53,11.6,35.2,1014,
2023-06-13,21.3,15.2,27.2,,,49,13.4,38.9,1011.7,
2023-06-14,20,13.4,25.5,,,42,12,35.2,1013.3,
2023-06-15,20.2,14.1,25.8,,,39,10.2,31.5,1016.7,
2023-06-16,20.9,13.4,27.1,,,224,7.2,29.6,1017.1,
2023-06-17,21.7,13.3,29.1,,,191,7.1,27.8,1015.1,
2023-06-18,23.1,14.5,30.6,,,140,7.9,25.9,1012.8,
2023-06-19,23.9,19.8,28.2,,,204,12.1,33.3,1013.1,
2023-06-20,24.8,19.5,30.5,,,200,10.7,31.5,1012.3,
2023-06-21,24.3,20.4,28.7,,,202,10.3,25.9,1016.4,
2023-06-22,24.2,20.5,28.4,,,89,10.5,40.8,1014.6,
2023-06-23,22.1,18.8,25.8,,,267,20.2,40.8,1021.4,
2023-06-24,21.9,13.8,28.6,,,73,7,27.8,1023.8,
2023-06-25,23.9,15.9,30.9,,,81,7.6,27.8,1018.1,
2023-06-26,23.6,17.5,28.6,,,235,17.8,48.2,1016.7,
2023-06-27,20.4,15.8,24.2,,,273,10.7,29.6,1019.8,
2023-06-28,20.4,15.9,24.3,,,291,6.5,22.2,1018.4,
2023-06-29,21.9,15.3,27.2,,,150,7.9,27.8,1015,
2023-06-30,20.5,18.3,22.5,,,244,10.8,29.6,1012.6,
2023-07-01,18.5,15.4,21,,,216,18.5,44.5,1010.8,
2023-07-02,19.9,15.9,24.3,,,236,20.8,46.3,1012.4,
2023-07-03,19,14.4,22.7,,,223,19.2,48.2,1014.5,
2023-07-04,20.3,15.4,25,,,216,14,33.3,1014.7,
2023-07-05,19.4,17,22.6,,,225,22.1,51.8,1014.3,
2023-07-06,19.3,12.1,25.7,,,223,7.3,25.9,1018.3,
2023-07-07,22.2,12.6,30.9,,,76,7.2,25.9,1018.7,
2023-07-08,25.3,18.2,31.8,,,181,9,33.3,1017.5,
2023-07-09,27.6,19,35,,,189,8.9,29.6,1018.7,
2023-07-10,26.3,21.7,31.3,,,235,16.4,42.6,1019.9,
2023-07-11,26.4,18.7,33.9,,,194,11.3,38.9,1014.9,
2023-07-12,23.7,20.3,26,,,229,19.8,40.8,1013.2,
2023-07-13,21.3,16.2,25.7,,,237,13.9,37,1017.9,
2023-07-14,22,14.2,29.2,,,141,7.4,27.8,1015.7,
2023-07-15,24.5,19.1,29.7,,,214,14.7,42.6,1010.1,
2023-07-16,21.5,18.1,25.5,,,219,18.1,38.9,1016.5,
2023-07-17,21.4,16.1,26.2,,,228,14.9,44.5,1019.8,
2023-07-18,21,13.7,27.2,,,133,7.8,25.9,1019.3,
2023-07-19,23,18.3,27.4,,,231,17.7,44.5,1014.1,
2023-07-20,20.9,16.2,25.4,,,235,12.7,33.3,1014.8,
2023-07-21,19,15.1,22.4,,,228,10.2,33.3,1012.3,
2023-07-22,19.6,13.8,24.9,,,216,13.8,42.6,1015.4,
2023-07-23,21.2,15.8,26.4,,,212,18.8,53.7,1012.5,
2023-07-24,20.3,17.9,22.5,,,211,15.8,48.2,1007.4,
2023-07-25,16.8,13.9,18.6,,,235,14.1,37,1006.9,
2023-07-26,15.5,12,19.3,,,235,15.6,38.9,1014.8,
2023-07-27,17.1,13.9,20.6,,,199,15.4,40.8,1011.8,
2023-07-28,19.2,17.1,21.4,,,211,16.5,37,1010.4,
2023-07-29,20.4,17.7,23.8,,,210,18.8,46.3,1011.1,
2023-07-30,19.9,17.6,22.7,,,228,20.5,48.2,1014.7,
2023-07-31,19.3,15.8,23.3,,,215,19.8,48.2,1013.8,
2023-08-01,18.5,16.8,20.9,,,227,24.7,48.2,1005.4,
2023-08-02,18,15.9,21,,,202,20.8,51.8,1002,
2023-08-03,17.9,16.3,20.3,,,222,29.5,59.3,1005.3,
2023-08-04,16.5,14.7,18.7,,,252,9.8,25.9,1013.1,
2023-08-05,17.5,13.2,22.3,,,232,11.6,31.5,1014.6,
2023-08-06,14.6,13.2,15.6,,,225,26.5,61.1,1010.4,
2023-08-07,15.3,12.1,19.1,,,243,23.1,44.5,1017.8,
2023-08-08,17,12,21.2,,,227,18,44.5,1017.8,
2023-08-09,18.3,15.5,21.7,,,231,14.1,31.5,1016.8,
2023-08-10,19.8,13.3,25.8,,,62,6.2,22.2,1020.5,
2023-08-11,22,14,29.8,,,144,7,22.2,1021,
2023-08-12,22.4,18.6,25.8,,,209,11.6,37,1018.5,
2023-08-13,22.2,18.2,25.9,,,197,7.6,24.1,1018,
2023-08-14,23.9,18.9,29.7,,,179,7.8,27.8,1015.1,
2023-08-15,23.8,19.8,27.7,,,216,11.5,33.3,1016.2,
2023-08-16,23.5,18.7,29,,,55,7.2,25.9,1018,
2023-08-17,23.2,19.3,27.6,,,31,7.1,22.2,1016.6,
2023-08-18,24.9,18.5,32.3,,,84,6.8,22.2,1015,
2023-08-19,25.9,19.7,32.5,,,199,8.9,27.8,1015.8,
2023-08-20,26,20.2,32.1,,,43,6.8,24.1,1020.6,
2023-08-21,26.5,20.9,32.5,,,1,6.9,24.1,1021.1,
2023-08-22,25.8,20,31.6,,,239,8,27.8,1019.5,
2023-08-23,24.3,18.6,30.2,,,2,7.2,25.9,1019.2,
2023-08-24,24.8,18.5,30.9,,,84,8.8,27.8,1014.8,
2023-08-25,23.4,20.6,26.5,,,208,15.1,42.6,1011,
2023-08-26,19.5,16.7,20.9,,,210,13.2,29.6,1013.1,
2023-08-27,16.5,14.2,18.8,,,201,10.3,31.5,1011.5,
2023-08-28,14.2,12.3,16,,,19,8.7,25.9,1012.1,
2023-08-29,14.7,12.5,17.5,,,235,7.6,22.2,1011.5,
2023-08-30,16.2,12.8,20.4,,,212,13.4,38.9,1010,
2023-08-31,15.9,12.7,19.5,,,221,16.4,40.8,1013.4,
2023-09-01,18.1,15.1,22,,,207,14.8,37,1015.3,
2023-09-02,20.2,14.5,26.6,,,59,5.8,20.4,1019.5,
2023-09-03,20.6,15.3,26.2,,,40,8.3,25.9,1025.1,
2023-09-04,21.5,15.2,28.4,,,52,11.8,29.6,1024,
2023-09-05,22,16,29.3,,,58,9.7,25.9,1020,
2023-09-06,21.3,13.5,29.3,,,44,6,18.5,1019.3,
2023-09-07,21.8,13.7,30.3,,,49,5.3,16.7,1018.5,
2023-09-08,21.8,14.7,30.4,,,309,4.1,14.8,1017.9,
2023-09-09,22,14.5,30.6,,,199,3.9,14.8,1017.4,
2023-09-10,22.5,15.1,31.1,,,334,3.8,16.7,1017.7,
2023-09-11,22.2,15,30.7,,,170,4.3,14.8,1014.7,
2023-09-12,22.5,17.3,28.9,,,191,6.9,20.4,1012.3,
2023-09-13,20.7,18.5,24,,,225,8.2,20.4,1016.5,
2023-09-14,18.3,14,23.2,,,350,6.6,20.4,1021.3,
2023-09-15,18.3,11,25.8,,,33,5.3,14.8,1017.6,
2023-09-16,21,14.8,27.7,,,240,4.3,14.8,1014.3,
2023-09-17,22.3,17.2,28.5,,,172,8.1,22.2,1014,
2023-09-18,20.5,18.5,23.2,,,179,12.5,31.5,1010.3,
2023-09-19,18.6,16.3,22.1,,,208,12.4,31.5,1014.9,
2023-09-20,18.9,14.5,25.4,,,175,10.1,25.9,1012.3,
2023-09-21,18.9,15.3,23.8,,,176,9.4,24.1,1003.2,
2023-09-22,16.5,14.1,19.3,,,188,12.7,29.6,1005.2,
2023-09-23,14.1,11.2,17.6,,,200,9.1,24.1,1017,
2023-09-24,13.5,7.7,20.5,,,103,5.2,18.5,1025.8,
2023-09-25,13.8,6.8,22,,,36,4.5,14.8,1023.7,
2023-09-26,14.2,7.5,22.4,,,310,3.4,11.1,1022.1,
2023-09-27,15.7,8.7,24.1,,,222,3.6,13,1020.3,
2023-09-28,18.4,12.7,25.8,,,183,6.8,18.5,1018.5,
2023-09-29,19.3,14.5,25.5,,,201,10.4,33.3,1020.3,
2023-09-30,16.7,12.5,21.1,,,273,4.5,18.5,1026.7,
2023-10-01,15.5,8.8,23.4,,,160,3.8,11.1,1026.1,
2023-10-02,17.7,11.3,25.6,,,180,4.7,14.8,1022.1,
2023-10-03,18.1,13.6,24.5,,,213,14.8,44.5,1019.6,
2023-10-04,14,9.5,18.9,,,203,6.7,20.4,1029.4,
2023-10-05,11.5,6.9,17.4,,,179,5.2,16.7,1027.6,
2023-10-06,11.7,6.4,18.7,,,177,4.4,13,1027.3,
2023-10-07,14,8,20.7,,,199,10,25.9,1026.2,
2023-10-08,17.1,12.6,23.4,,,208,8.3,20.4,1026,
2023-10-09,17.9,13.2,24.1,,,206,9.1,25.9,1022.5,
2023-10-10,16.9,11.1,24.1,,,188,7.6,20.4,1021.8,
2023-10-11,17.8,11.6,25.6,,,187,10.8,29.6,1018.9,
2023-10-12,18.4,15.3,22.1,,,197,11.6,25.9,1016.8,
2023-10-13,20.6,15.5,27.1,,,181,13.5,35.2,1013.8,
2023-10-14,17.4,11.2,20.7,,,236,15.8,38.9,1013.6,
2023-10-15,10,5,13.5,,,240,8.3,27.8,1022.4,
2023-10-16,7,1.8,12.5,,,20,7.3,22.2,1022.3,
2023-10-17,7.5,3.2,12.2,,,30,7.5,18.5,1017.3,
2023-10-18,9.8,5.9,13.9,,,31,6.2,14.8,1008.4,
2023-10-19,14.3,12,17.4,,,167,7.1,16.7,996.1,
2023-10-20,14.5,13.3,16.2,,,201,8.7,27.8,984,
2023-10-21,14.9,12.3,17.4,,,191,15.7,37,997.2,
2023-10-22,12.5,9.4,15.9,,,184,11.3,29.6,1010.5,
2023-10-23,10.2,5.9,13.9,,,49,5.1,14.8,1011.8,
2023-10-24,11.7,10.6,12.6,,,182,7.1,14.8,1007,
2023-10-25,11.1,8.3,13.3,,,170,11.4,38.9,1001.2,
2023-10-26,12,10.8,13.3,,,189,10.8,33.3,997.8,
2023-10-27,11.6,10.5,13.7,,,189,12.2,35.2,996.6,
2023-10-28,12.1,10.9,13.6,,,183,14.7,33.3,1002.3,
2023-10-29,13,11.8,14.2,,,178,11.3,25.9,1001.5,
2023-10-30,13.6,11.9,16.1,,,172,7.2,22.2,1001.9,
2023-10-31,11.7,10.7,12.9,,,211,14.1,29.6,1006.5,
2023-11-01,12.4,10.3,15.6,,,176,12.7,27.8,1007.1,
2023-11-02,11.5,9.4,13.3,,,172,16.3,46.3,991.2,
2023-11-03,8.4,6.1,9.6,,,185,12.4,27.8,991.3,
2023-11-04,8.6,5.5,10.8,,,170,16.2,38.9,988.2,
2023-11-05,11,10.2,11.6,,,199,22.2,48.2,986.2,
2023-11-06,10.3,8.9,11.9,,,195,16.1,33.3,1007.1,
2023-11-07,8.8,7.5,10.1,,,186,14.2,29.6,1015.2,
2023-11-08,8.6,6.8,11.8,,,183,13.3,29.6,1017.8,
2023-11-09,8.7,6.5,10.6,,,177,15.5,35.2,1008.5,
2023-11-10,9.1,8.1,10.4,,,188,16.1,35.2,1003.5,
2023-11-11,7.8,6.1,9.2,,,216,16,37,1008.1,
2023-11-12,6.4,4.5,8.2,,,158,5.9,14.8,1009,
2023-11-13,11.1,7.4,14.1,,,190,17.2,44.5,1009.1,
2023-11-14,12,11,13.1,,,214,17.1,38.9,1010.4,
2023-11-15,10.5,9.1,11.7,,,225,17,37,1018.7,
2023-11-16,8.3,7.3,9.1,,,138,8.5,22.2,1014.2,
2023-11-17,6.6,5.8,7.3,,,241,9.7,25.9,1020.7,
2023-11-18,6.9,4.9,8.5,,,167,9.7,24.1,1024.6,
2023-11-19,11.5,8.8,13.9,,,206,16.1,37,1015.8,
2023-11-20,10.8,9.5,12,,,203,15.8,33.3,1014.3,
2023-11-21,8.8,7.3,9.6,,,299,8.5,24.1,1015.1,
2023-11-22,4.2,0.7,7.2,,,17,8.5,22.2,1027.9,
2023-11-23,4,0.2,8.1,,,183,13.4,33.3,1027,
2023-11-24,7,4.9,8.2,,,248,17,38.9,1013.7,
2023-11-25,4,2.3,5,,,239,13.1,33.3,1013.7,
2023-11-26,4,2.8,4.7,,,206,10.3,24.1,1017.8,
2023-11-27,3.8,2.9,4.6,,,175,14.3,35.2,1006.3,
2023-11-28,3.2,0.2,5,,,268,12.6,31.5,1002.2,
2023-11-29,1.9,-0.4,3.8,,,173,12.7,31.5,1008.3,
2023-11-30,2.1,1.1,3.1,,,349,4.8,13,1002.3,
2023-12-01,0.6,-0.1,1.6,,,356,9,20.4,1003.1,
2023-12-02,-0.9,-2.2,0.6,,,345,9.6,24.1,1012.6,
2023-12-03,-1.4,-3,0.7,,,160,8.2,16.7,1024.4,
2023-12-04,-0.7,-2.9,1.6,,,171,6.1,14.8,1012.8,
2023-12-05,4.6,2,5.9,,,179,17.7,37,1007.4,
2023-12-06,4.5,2.2,5.3,,,195,10.7,27.8,1016.4,
2023-12-07,1.7,0.3,3.6,,,121,6.9,14.8,1020.5,
2023-12-08,3.1,0.8,5.4,,,177,7,16.7,1012.1,
2023-12-09,6.8,5.5,8.3,,,170,13.8,38.9,1010.6,
2023-12-10,9,8.1,10.1,,,209,21.1,42.6,1011.3,
2023-12-11,9.7,8.5,11.6,,,211,15.8,35.2,1008.4,
2023-12-12,9.3,8,10.6,,,170,9.2,24.1,1007.6,
2023-12-13,8.6,7,9.5,,,190,9.8,24.1,1001.7,
2023-12-14,6.7,5.5,7.5,,,222,6.2,14.8,1016.8,
2023-12-15,5.7,4.4,6.9,,,176,8.2,20.4,1035.8,
2023-12-16,4.6,2.5,7.2,,,161,5.9,13,1042.8,
2023-12-17,2.6,1.2,4.9,,,177,4.7,11.1,1040.9,
2023-12-18,2.8,0.5,6.5,,,172,8.3,16.7,1035.9,
2023-12-19,2.1,-0.3,4.6,,,187,11.3,29.6,1027.5,
2023-12-20,5.5,4.1,7.1,,,207,16.3,37,1020.2,
2023-12-21,8.7,7.1,10.3,,,212,24.9,51.8,1008.8,
2023-12-22,9.6,8.7,10.6,,,240,23,46.3,1008.5,
2023-12-23,10,9.5,10.7,,,226,23.5,50,1015.4,
2023-12-24,10,9,11.4,,,211,23.9,46.3,1015.5,
2023-12-25,10.5,9.6,11.4,,,209,20.8,42.6,1016,
2023-12-26,9.4,8.5,10,,,200,16.4,35.2,1019.1,
2023-12-27,7.7,4.4,9.7,,,172,7.5,18.5,1020.8,
2023-12-28,7.7,4.4,10.1,,,182,14.4,27.8,1019.3,
2023-12-29,9.6,8.7,11,,,189,17.1,33.3,1017.1,
2023-12-30,8.8,6.6,10.9,,,184,13.3,31.5,1017.2,
2023-12-31,7.5,6,9.5,,,172,14.4,35.2,1007.9,
